"rank","artist","title","releaseYear","listHighestRank","listType","x","y"
"974","当地时间5日，法国文化部长与农业部长前往萨尔特省国有林地选中8棵橡树，用以重建巴黎圣母院在大火中被完全烧毁的箭形塔尖，这标志着巴黎圣母院修复工作正式展开。","修复巴黎圣母院需近千棵百年橡树","2021-03-08","974","2021-03-08","573.88","264.02"
"975","无描述","杨紫 不要乱叫我老婆","2021-04-16","975","2021-04-16","1783.79","282.41"
"976","据韩媒报道，韩国演员宋侑庭（26岁）在1月23日做出了极端的选择，自己结束了生命。葬礼在亲朋好友参加的情况下举行。宋侑庭的出殡日期是今天(25日)。","宋侑庭去世","2021-01-25","976","2021-01-25","957.03","158.64"
"977","“你们没有资格在中国的面前说，你们从实力的地位出发同中国谈话。”","两个辛丑年的对比","2021-03-19","977","2021-03-19","1075.53","240.53"
"978","16日0时起，辽宁省大连市金普新区先进街道鸿玮社区等45个社区解除封闭管控。90后志愿者宋先生，收到解封通知和通行证后激动落泪。","大连社区解封90后志愿者激动落泪","2021-01-17","978","2021-01-17","1641.95","243.23"
"979","社会  ","石家庄疫情","2021-01-06","979","2021-01-06","1115.2","215.24"
"980","范志毅回应吐槽中国篮球称，没想到我的吐槽引起那么大反响，希望大家多多为中国足球和中国篮球加油。如果因为我的吐槽，中国足球和篮球的水平有提高，那我的目的也达到了。","范志毅回应吐槽中国篮球","2021-03-16","980","2021-03-16","1682.76","325.54"
"981","27日，坦桑尼亚总统约翰·马古富力警告本国人民“接种新冠疫苗很危险”。","坦桑尼亚总统称新冠疫苗很危险","2021-01-29","981","2021-01-29","1494.58","341.01"
"982","近日，有网友曝光皓衣行片场路透，陈飞宇喂罗云熙吃东西！","陈飞宇喂罗云熙吃东西","2021-04-19","982","2021-04-19","1224.8","160.93"
"983","@微博综艺 推荐：安慕希冠名《百变大咖秀》还是经典的配方，还是熟悉的“逗笑场”，超多百变大咖等你来看~","百变大咖秀","2021-01-29","983","2021-01-29","1172.24","258.9"
"984","全国人大代表，东北育才学校党委书记、校长高琛建议，对学生开展金融知识和金融管理的普及教育，培养学生形成良好的金融素养。","建议对大学生开展金融知识普及教育","2021-03-11","984","2021-03-11","808.84","268.46"
"985",,"严书记","2021-01-24","985","2021-01-24","1056.78","295.15"
"986",,"侯明昊杨超越原声吻戏","2021-01-16","986","2021-01-16","1471.33","250.78"
"987","社会  ","建议严惩恶意欺凌他人的青少年","2021-03-11","987","2021-03-11","741.2","182.6"
"988","由于牛奶保质期相对较短，一些为打榜投票疯狂购买，并肆意浪费的行为引发网友一致批评，而专家提示，这有可能被认定为违法行为。","牛奶成箱倒掉或涉违法","2021-05-05","988","2021-05-05","945.55","198.02"
"989","姐妹们！快带话题#少女感的眼睛长什么样#po出你们觉得最好看的少女眼吧！","少女感的眼睛长什么样","2021-01-19","989","2021-01-19","1045.01","153.01"
"990","分享了全网超火的草莓懒人甜品还有草莓饮品做法，欢迎大家分享更多的在家吃草莓的方法！！
其实在家吃草莓的正确方法之一 就是自己做。","在家吃草莓的正确方式","2021-02-02","990","2021-02-02","908.67","318.19"
"991","明星  ","龚俊说公益和发财并不冲突","2021-03-26","991","2021-03-26","1559.65","243.79"
"992","无描述","黄奕 别让姐以后没朋友行吗","2021-03-20","992","2021-03-20","1024.65","205.16"
"993","有一种嘉宾介绍叫“我老婆”，有一种担心叫“你吃饭了没”，有一种甜叫“郑恺和苗苗”……今晚看《奔跑吧》就像掉入蜜罐，甜到出不来啦~","郑恺苗苗好甜","2021-05-28","993","2021-05-28","734.7","188.26"
"994","那英唱苏运莹的歌太崩溃，“气鼓鼓”地给她点个赞，还夸她有本事。","那英 苏运莹算她有本事","2021-01-29","994","2021-01-29","1191.57","229.07"
"995","《婆婆和妈妈》的媳妇茶会话上讨论起了这一话题，陈松伶表示家是很隐私的领域，很欢迎婆婆来家里，但因为各家有各家的规则，所以其实夫妻的家并不是婆婆的家。想问问，大家怎么看呢？","夫妻的家就是婆婆的家吗","2021-02-18","995","2021-02-18","683.48","265.43"
"996","电视剧  ","周翡主动吻谢允","2021-01-06","996","2021-01-06","1124.81","294.37"
"997","王一博戴着黑色口罩坐在台下，其他人都是白色口罩，为什么你的不一样呢～ ​","为什么王一博的口罩不一样","2021-02-28","997","2021-02-28","608.99","279.56"
"998","无描述","张小斐 感谢每一颗亮晶晶的心","2021-04-10","998","2021-04-10","1710.71","219.83"
"999","所谓新疆“种族灭绝”、“强迫劳动”等说法是彻头彻尾的世纪谎言，是加、美、澳等国个别政客、媒体、学者沆瀣一气、串连炮制的丑恶闹剧。","华春莹称种族灭绝在中国是世纪谎言","2021-02-19","999","2021-02-19","1610","283.9"
"1000","#宋茜张翰对唱# 宋茜张翰合唱世间美好与你环环相扣！","宋茜张翰对唱","2021-02-04","1000","2021-02-04","1224.06","236.12"
"1001","无描述","上海楼盘认购前需公示3天","2021-04-25","1001","top40","680.89","211.55"
"1002","2021创造营全新的男团诞生，来腾讯视频成团夜和大家一同见证！世界那么大，我们一起闯！","辛巴 臣退了","2021-04-10","1002","top40","1618.19","236.79"
"1003",,"张嘉元在干嘛","2021-04-24","1003",,"1526.43","275.06"
"1004","23日，赵丽颖冯绍峰官宣离婚，表示未来会共同抚养孩子。","宋佳 我妈可能就是南俪的原型","2021-04-23","1004","top40","662.92","323.5"
"1005","今日中央政法委新闻网站官方微博发文评论称：作为中国公民，因为代孕在中国被禁止，就钻法律空子就跑去美国，这绝不是遵纪守法。","广东分离出新冠病毒501Y.V2南非突变株","2021-01-06","1005",,"1586.36","265.09"
"1006","综艺  ","你好李焕英票房进内地前三","2021-02-27","1006","top40","1849.12","206.04"
"1007","@赵丽颖工作室 发声明称部分用户近日散布了关于赵丽颖的谣言。对于极其恶劣、严重伤害赵丽颖及其家人的不实言论以及涉嫌侵犯其名誉权的行为，坚决“零容忍”。","孙越是托","2021-02-11","1007","top40","1046.77","210.52"
"1008","近日，郑爽爸爸接受采访正式道歉，称作为一个家长没有正确的引导孩子。","张文宏说今年摘口罩难度很大","2021-03-10","1008","top40","1760.98","203.18"
"1009","今天，杨丞琳在微博发文“见面了”，表示自己终于和李荣浩见到面了。","5月14日刷新单日最高疫苗接种量","2021-05-15","1009",,"1536.93","241.48"
"1010","旅游  ","快乐大本营","2021-04-03","1010","top40","787.71","309.65"
"1011","天津公安机关对一名针对袁隆平院士逝世在网上发表侮辱性言论的男子采取刑事强制措施。英雄不容亵渎！ ​","赵丽颖录制拜托了冰箱","2021-04-30","1011","top40","1166.86","172.84"
"1012","马可发微博宣布结婚：“谢谢大家的关心，两年多的家庭生活，在爱与被爱中学会责任、体会幸福，感谢生活让我成长。 ​​​”","石家庄阳性病例没有在社区蔓延","2021-01-15","1012","tip","1418.52","288.78"
"1013","张雨剑发文承认已经结婚，但表示不应该拍小孩还把小孩名字曝光出来。","迪丽热巴化妆师","2021-02-10","1013","top40","1430.8","168.13"
"1014","中国女足与韩国女足奥预赛第二回合比赛结束，中国队在落后两球的情况下，凭借王霜的梅开二度，通过加时赛，总比分4-3战胜对手，昂首晋级东京奥运会！","我好像和他有一面之缘","2021-05-22","1014","top40","742.93","277.43"
"1015",,"龚俊 能别帮我值机了吗","2021-03-12","1015","top40","1343.99","293.8"
"1016","疑似郑爽和张恒的孩子出生证明曝光，男孩是2019年12月19日在科罗拉多州出生，女孩是2020年1月4日在内华达州出生。","利路修上海散步","2021-05-04","1016","top40","806.02","200.4"
"1017","明星  ","应采儿状态","2021-03-27","1017","top40","1125.28","177.3"
"1018","一位刚刚毕业的姑娘说，今年能以幸福的心情看春晚，已然不易，“希望明年比今年更好”。","特朗普离任后首次发声","2021-01-23","1018","top40","1404.12","202.22"
"1019","4月24日，黑龙江密山，被进村东北虎扑倒女子已手术结束。密山市人民医院护士说，该女子昨天做的手术，现在是术后第一天，主要肌肉损伤，目前状态良好、意识清醒。23日，一只成年东北虎闯进黑龙江村庄，扑倒正在田间工作的一名女子，随后路过村民将其救下送往医院救治。","杨丞琳和潘玮柏见面了","2021-01-25","1019","top40","1894.14","271.4"
"1020","无描述","你好李焕英总票房超越哪吒","2021-03-06","1020","top40","1689.22","273.44"
"1021","社会  ","男子买车厘子看岳父全家被隔离","2021-02-15","1021","top40","1016.06","162.06"
"1022","一位做过肛拭子采样女士接受采访时表示，自己做肛拭子采样全程约10秒，一次做两遍。专家表示，目前肛拭子采集只针对重点人群，是为提高检出率，减少漏诊。","持核酸检阴性结果到目的地后不需隔离","2021-01-27","1022","top40","1172.54","297.25"
"1023","明星  ","建议对996工作制进行监管","2021-03-10","1023","top40","1350.23","309.56"
"1024","明星  ","湖南省考83人作弊被通报","2021-04-19","1024","top40","624.91","163.48"
"1025","明星  ","物业赔偿电梯坠亡男孩家属125万","2021-05-07","1025","top40","645.68","271.57"
"1026","资深演员廖启智3月28日晚因胃癌去世，享年66岁。","男子欲家暴反被老婆打进医院","2021-04-10","1026","top40","1151.44","322.09"
"1027","社会  ","姚策妻子和养母隔空互呛","2021-05-13","1027","top40","1205.08","249.08"
"1028","综艺  ","六安共发现3名确诊7名无症状","2021-05-14","1028","top40","981.56","240"
"1029",,"中疾控和卫健委专家组已到石家庄和邢台","2021-01-05","1029","top40","937.3","159.83"
"1030","无描述","王毅说美国干涉中国的老毛病要改改了","2021-03-19","1030","top40","1064.45","254.5"
"1031","鹿晗今晚的直播截图来了，你觉得鹿晗的颜值状态怎么样？","安徽六安新增1例本土确诊","2021-05-13","1031","top40","785.7","174.78"
"1032","无描述","第一次坐飞机有多激动","2021-04-05","1032","tip","942.19","208.81"
"1033",,"姚明明道歉","2021-03-24","1033","top40","975.66","150.87"
"1034","96年出生的女孩洛洛在杭州工作三年，由于长期疑遭受家里的索取，心理压力很大。在2019年十月份，心情不好和男友吵架，去钱塘江散心，遇到涨潮意外去世。事后公司对家属补偿了6万元，但三天后其父母突然索赔41万，原因是要给弟弟买房子？","米佧邢克垒车内吻","2021-03-21","1034",,"617.32","219.95"
"1035","今天上海市第二中级人民法院对郑爽张恒民间借贷纠纷案进行了听证， 周俊表示，外界所传言的张恒以郑爽名义向外界高利贷是子虚乌有的。张恒方诉求是，将一审判决发回重审或改判。","社死短袖寄到奶奶家","2021-05-29","1035",,"804.06","236.63"
"1036","日政府不认为中国在新疆实施种族灭绝，赵立坚：绝大多数国家眼睛是雪亮的","赵露思演的李乐嫣","2021-04-01","1036","top40","1202.71","339.81"
"1037","《萌探探探案》太好笑，那英把杨紫拍飞了，太好笑了！","央视评劣迹艺人想复出没那么容易","2021-02-05","1037","top40","1358.65","272.94"
"1038","明星  ","亲爱的唐先生","2021-05-13","1038","top40","1044.52","363.56"
"1039","@马思纯 在本期#吐槽大会#上回应了自己被吐槽变胖的事情，说自己在拍摄《断桥》和《左耳》时，为了塑造角色七天瘦十斤、二十天瘦二十斤。","赵文瑄","2021-04-15","1039","top40","1747.18","211.7"
"1040","肖战提裙子后续来了，上台接受微博King荣誉时终于帮杨紫提到了裙摆！","时髦早春怎么穿","2021-01-20","1040","top40","1739.74","331.37"
"1041","社会  ","顶楼","2021-03-12","1041","top40","1061.79","344.46"
"1042","圆梦火星征途，海澜之家与你一起见证中国航天骄傲时刻！","皓嫣","2021-04-11","1042","top40","616.74","255.65"
"1043","披着所谓“正义”外衣，却行不义勾当，H&M的声明何其伪善；在中国赚个盆满钵溢，却中伤中国、肆意栽赃，这种企业毫无基本商业伦理，逾越底线。","深圳茶颜悦色已排队3万号","2021-04-02","1043","top40","1009.64","189.69"
"1044","文咏珊点赞了angelababy否认插足黄晓明李菲儿的文章，两人曾是亲密好友，后关系疏远。","西藏冒险王王相军系意外落水","2021-02-22","1044","top40","1129.76","331.16"
